Date,Season,HomeTeam,AwayTeam,FTH Goals,FTA Goals,FT Result,HTH Goals,HTA Goals,HT Result,Referee,H Shots,A Shots,H SOT,A SOT,H Fouls,A Fouls,H Corners,A Corners,H Yellow,A Yellow,H Red,A Red,Display_Order,League
22/10/2024,2024/25,Stoke,Bristol City,2,2,D,2,0,H,D Webb,10,28,6,10,10,5,6,13,3,1,0,0,20241022,English Second
22/10/2024,2024/25,QPR,Coventry,1,1,D,0,1,A,J Bell,16,8,5,3,7,13,7,3,2,1,0,0,20241022,English Second
20/10/2024,2024/25,Hull,Sunderland,0,1,A,0,0,D,R Madley,8,10,0,2,12,8,4,4,1,1,0,0,20241020,English Second
19/10/2024,2024/25,Cardiff,Plymouth,5,0,H,2,0,H,A Kitchen,25,6,11,2,15,10,9,1,3,1,0,1,20241019,English Second
19/10/2024,2024/25,Luton,Watford,3,0,H,1,0,H,S Martin,13,9,5,1,22,20,11,4,3,2,0,0,20241019,English Second
19/10/2024,2024/25,Oxford,West Brom,1,1,D,0,1,A,L Doughty,12,14,3,3,16,10,5,8,3,1,0,0,20241019,English Second
19/10/2024,2024/25,Preston,Coventry,1,0,H,0,0,D,J Smith,18,12,3,1,12,12,9,9,4,0,0,0,20241019,English Second
19/10/2024,2024/25,Blackburn,Swansea,1,0,H,1,0,H,D Webb,8,14,3,2,15,5,3,8,1,2,0,0,20241019,English Second
19/10/2024,2024/25,Middlesbrough,Bristol City,0,2,A,0,2,A,S Allison,20,9,2,3,13,10,7,0,5,3,0,0,20241019,English Second
19/10/2024,2024/25,Millwall,Derby,1,1,D,0,0,D,S Attwell,16,5,6,1,12,14,9,5,2,0,0,0,20241019,English Second
19/10/2024,2024/25,QPR,Portsmouth,1,2,A,1,1,D,J Linington,15,11,8,3,11,11,3,5,1,3,0,0,20241019,English Second
19/10/2024,2024/25,Sheffield Weds,Burnley,0,2,A,0,1,A,M Salisbury,13,14,3,6,10,11,10,3,1,2,0,0,20241019,English Second
19/10/2024,2024/25,Stoke,Norwich,1,1,D,1,1,D,A Backhouse,14,12,5,4,7,9,8,7,0,1,0,0,20241019,English Second
18/10/2024,2024/25,Leeds,Sheffield United,2,0,H,0,0,D,L Smith,13,5,4,0,10,10,7,3,1,2,0,0,20241018,English Second
6/10/2024,2024/25,Bristol City,Cardiff,1,1,D,0,0,D,R Madley,16,15,2,2,8,12,4,6,2,1,0,0,20241006,English Second
5/10/2024,2024/25,Burnley,Preston,0,0,D,0,0,D,G Ward,9,9,1,2,10,12,2,3,3,4,0,0,20241005,English Second
5/10/2024,2024/25,Norwich,Hull,4,0,H,2,0,H,T Nield,19,16,9,5,11,14,4,7,3,4,0,0,20241005,English Second
5/10/2024,2024/25,Portsmouth,Oxford,1,1,D,0,0,D,L Smith,21,13,8,3,11,10,11,4,0,1,0,0,20241005,English Second
5/10/2024,2024/25,Coventry,Sheffield Weds,1,2,A,1,1,D,D Whitestone,13,13,2,5,12,17,6,6,4,3,0,0,20241005,English Second
5/10/2024,2024/25,Derby,QPR,2,0,H,0,0,D,D Webb,10,11,5,3,12,10,6,9,1,1,0,0,20241005,English Second
5/10/2024,2024/25,Plymouth,Blackburn,2,1,H,1,0,H,J Linington,17,7,7,4,8,16,5,5,4,3,0,0,20241005,English Second
5/10/2024,2024/25,Sheffield United,Luton,2,0,H,1,0,H,J Brooks,15,8,7,2,10,8,5,6,2,1,0,0,20241005,English Second
5/10/2024,2024/25,Swansea,Stoke,0,0,D,0,0,D,A Davies,19,10,5,4,8,14,5,9,0,4,0,0,20241005,English Second
5/10/2024,2024/25,Watford,Middlesbrough,2,1,H,0,0,D,M Donohue,9,11,4,5,15,11,7,5,3,1,0,0,20241005,English Second
5/10/2024,2024/25,West Brom,Millwall,0,0,D,0,0,D,W Finnie,13,6,3,4,8,15,5,2,2,3,0,0,20241005,English Second
4/10/2024,2024/25,Sunderland,Leeds,2,2,D,1,1,D,T Robinson,14,15,4,4,11,16,8,1,3,3,0,0,20241004,English Second
2/10/2024,2024/25,Preston,Watford,3,0,H,0,0,D,A Kitchen,15,10,6,6,12,12,7,5,2,0,0,0,20241002,English Second
2/10/2024,2024/25,Sheffield United,Swansea,1,0,H,1,0,H,L Doughty,15,7,3,1,13,9,5,5,3,2,0,0,20241002,English Second
2/10/2024,2024/25,Stoke,Portsmouth,6,1,H,3,1,H,T Nield,20,9,8,2,9,13,3,5,2,1,0,0,20241002,English Second
2/10/2024,2024/25,Bristol City,Sheffield Weds,0,0,D,0,0,D,A Backhouse,10,8,2,1,10,12,6,5,2,1,0,0,20241002,English Second
1/10/2024,2024/25,Burnley,Plymouth,1,0,H,1,0,H,R Madley,11,7,3,0,14,8,7,1,1,0,0,0,20241001,English Second
1/10/2024,2024/25,Cardiff,Millwall,1,0,H,1,0,H,G Ward,10,11,5,5,14,12,5,6,1,3,0,0,20241001,English Second
1/10/2024,2024/25,Coventry,Blackburn,3,0,H,1,0,H,J Busby,18,10,8,3,12,12,5,1,1,3,0,0,20241001,English Second
1/10/2024,2024/25,Luton,Oxford,2,2,D,2,1,H,J Bell,12,19,4,8,13,12,5,6,3,3,1,0,20241001,English Second
1/10/2024,2024/25,Norwich,Leeds,1,1,D,1,0,H,S Martin,7,14,1,3,12,18,9,6,2,4,0,0,20241001,English Second
1/10/2024,2024/25,QPR,Hull,1,3,A,1,2,A,T Kirk,21,15,7,6,12,11,5,6,1,3,0,0,20241001,English Second
1/10/2024,2024/25,Sunderland,Derby,2,0,H,1,0,H,D Whitestone,9,13,3,5,7,19,1,8,2,2,0,0,20241001,English Second
1/10/2024,2024/25,West Brom,Middlesbrough,0,1,A,0,0,D,D Webb,11,15,1,4,7,6,5,4,2,1,0,0,20241001,English Second
29/09/2024,2024/25,Swansea,Bristol City,1,1,D,1,0,H,A Kitchen,7,15,2,6,10,15,3,8,1,3,0,0,20240929,English Second
28/09/2024,2024/25,Blackburn,QPR,2,0,H,0,0,D,C Pawson,19,6,12,1,16,11,8,2,3,2,0,1,20240928,English Second
28/09/2024,2024/25,Derby,Norwich,2,3,A,0,1,A,O Langford,16,10,5,5,13,7,9,5,3,2,0,0,20240928,English Second
28/09/2024,2024/25,Sheffield Weds,West Brom,3,2,H,2,0,H,B Toner,12,12,5,3,11,14,5,4,5,3,0,0,20240928,English Second
28/09/2024,2024/25,Hull,Cardiff,4,1,H,2,1,H,L Doughty,18,16,9,5,9,12,7,5,3,4,0,0,20240928,English Second
28/09/2024,2024/25,Leeds,Coventry,3,0,H,1,0,H,G Ward,13,7,8,2,16,15,7,3,1,1,0,0,20240928,English Second
28/09/2024,2024/25,Middlesbrough,Stoke,2,0,H,1,0,H,S Martin,26,7,9,1,10,17,7,2,4,7,0,0,20240928,English Second
28/09/2024,2024/25,Millwall,Preston,3,1,H,2,0,H,D Bond,14,11,6,4,16,10,3,8,2,2,1,0,20240928,English Second
28/09/2024,2024/25,Oxford,Burnley,0,0,D,0,0,D,J Linington,3,14,1,1,8,13,2,6,1,2,0,0,20240928,English Second
28/09/2024,2024/25,Portsmouth,Sheffield United,0,0,D,0,0,D,M Donohue,9,12,2,4,12,19,15,9,2,2,0,0,20240928,English Second
28/09/2024,2024/25,Watford,Sunderland,2,1,H,1,0,H,A Davies,13,17,5,5,11,11,4,6,2,1,0,0,20240928,English Second
27/09/2024,2024/25,Plymouth,Luton,3,1,H,1,0,H,J Busby,19,16,6,2,4,13,3,15,1,4,0,0,20240927,English Second
22/09/2024,2024/25,Preston,Blackburn,0,0,D,0,0,D,M Donohue,7,6,5,3,10,16,4,4,4,4,1,1,20240922,English Second
21/09/2024,2024/25,Norwich,Watford,4,1,H,2,1,H,A Backhouse,19,11,8,3,6,8,3,5,2,1,0,0,20240921,English Second
21/09/2024,2024/25,QPR,Millwall,1,1,D,1,1,D,J Busby,7,16,2,5,9,12,5,10,2,1,0,0,20240921,English Second
21/09/2024,2024/25,Sunderland,Middlesbrough,1,0,H,1,0,H,S Hooper,9,11,2,1,8,15,3,5,3,2,0,0,20240921,English Second
21/09/2024,2024/25,Bristol City,Oxford,2,1,H,0,1,A,W Finnie,19,7,6,2,16,14,5,1,1,4,0,0,20240921,English Second
21/09/2024,2024/25,Burnley,Portsmouth,2,1,H,0,1,A,D Webb,18,5,4,2,15,4,4,2,2,2,0,0,20240921,English Second
21/09/2024,2024/25,Cardiff,Leeds,0,2,A,0,1,A,J Smith,3,15,2,7,10,14,0,4,2,2,1,0,20240921,English Second
21/09/2024,2024/25,Coventry,Swansea,1,2,A,1,2,A,J Linington,20,11,7,4,12,5,6,3,2,3,0,0,20240921,English Second
21/09/2024,2024/25,Luton,Sheffield Weds,2,1,H,0,0,D,G Ward,15,12,3,6,9,14,8,5,1,1,0,1,20240921,English Second
21/09/2024,2024/25,Sheffield United,Derby,1,0,H,0,0,D,A Madley,18,3,5,0,11,13,11,2,3,2,0,0,20240921,English Second
21/09/2024,2024/25,West Brom,Plymouth,1,0,H,0,0,D,A Kitchen,17,17,4,4,9,9,5,2,3,2,0,0,20240921,English Second
20/09/2024,2024/25,Stoke,Hull,1,3,A,1,0,H,B Toner,14,13,2,3,12,10,2,5,3,2,0,0,20240920,English Second
15/09/2024,2024/25,Portsmouth,West Brom,0,3,A,0,1,A,L Doughty,14,19,0,7,18,6,10,4,5,2,0,0,20240915,English Second
14/09/2024,2024/25,Leeds,Burnley,0,1,A,0,1,A,J Bell,17,7,4,3,8,13,9,3,3,4,0,1,20240914,English Second
14/09/2024,2024/25,Millwall,Luton,0,1,A,0,1,A,J Smith,11,10,3,6,8,20,6,4,2,3,0,0,20240914,English Second
14/09/2024,2024/25,Oxford,Stoke,1,0,H,0,0,D,D Whitestone,14,9,8,1,5,6,4,6,0,1,0,0,20240914,English Second
14/09/2024,2024/25,Blackburn,Bristol City,3,0,H,1,0,H,S Martin,9,8,3,2,13,15,6,6,0,4,0,0,20240914,English Second
14/09/2024,2024/25,Derby,Cardiff,1,0,H,1,0,H,M Donohue,12,9,3,3,12,10,7,6,2,3,0,0,20240914,English Second
14/09/2024,2024/25,Middlesbrough,Preston,1,1,D,1,1,D,T Nield,16,6,6,2,6,21,9,2,0,5,0,0,20240914,English Second
14/09/2024,2024/25,Plymouth,Sunderland,3,2,H,0,1,A,J Brooks,13,17,6,7,14,12,3,5,4,4,0,0,20240914,English Second
14/09/2024,2024/25,Sheffield Weds,QPR,1,1,D,0,0,D,O Langford,13,13,2,4,6,7,11,4,0,3,0,0,20240914,English Second
14/09/2024,2024/25,Swansea,Norwich,1,0,H,1,0,H,J Busby,9,13,4,3,14,14,4,5,2,3,0,0,20240914,English Second
14/09/2024,2024/25,Watford,Coventry,1,1,D,0,1,A,R Madley,18,17,6,5,9,10,6,10,2,2,0,0,20240914,English Second
13/09/2024,2024/25,Hull,Sheffield United,0,2,A,0,1,A,P Bankes,10,9,2,4,6,10,16,3,1,4,0,0,20240913,English Second
1/09/2024,2024/25,Sheffield United,Watford,1,0,H,1,0,H,A Kitchen,18,7,7,1,15,12,8,5,5,3,0,0,20240901,English Second
31/08/2024,2024/25,Burnley,Blackburn,1,1,D,1,1,D,T Harrington,15,10,3,3,15,19,9,0,4,5,0,1,20240831,English Second
31/08/2024,2024/25,Cardiff,Middlesbrough,0,2,A,0,0,D,D Webb,12,10,3,5,13,10,4,6,2,1,0,0,20240831,English Second
31/08/2024,2024/25,Coventry,Norwich,0,1,A,0,0,D,A Davies,14,9,5,1,11,10,6,3,4,3,0,0,20240831,English Second
31/08/2024,2024/25,Derby,Bristol City,3,0,H,1,0,H,T Nield,19,13,7,5,15,11,6,9,1,0,0,0,20240831,English Second
31/08/2024,2024/25,Leeds,Hull,2,0,H,0,0,D,G Ward,16,9,5,2,12,15,8,7,2,1,0,0,20240831,English Second
31/08/2024,2024/25,Millwall,Sheffield Weds,3,0,H,0,0,D,L Doughty,18,4,4,1,16,13,6,6,2,1,0,0,20240831,English Second
31/08/2024,2024/25,Oxford,Preston,3,1,H,1,1,D,K Stroud,10,10,5,4,8,21,2,5,2,2,0,1,20240831,English Second
31/08/2024,2024/25,Plymouth,Stoke,0,1,A,0,0,D,O Langford,15,15,7,7,14,17,10,4,1,3,0,0,20240831,English Second
31/08/2024,2024/25,Portsmouth,Sunderland,1,3,A,0,1,A,S Allison,6,11,2,4,14,14,5,5,3,1,0,0,20240831,English Second
31/08/2024,2024/25,West Brom,Swansea,1,0,H,1,0,H,A Backhouse,18,6,5,2,8,11,6,7,4,1,0,0,20240831,English Second
30/08/2024,2024/25,Luton,QPR,1,2,A,1,0,H,R Madley,11,11,5,4,13,10,4,5,3,2,0,0,20240830,English Second
25/08/2024,2024/25,Swansea,Cardiff,1,1,D,1,0,H,O Langford,9,7,4,3,14,14,2,5,2,2,0,0,20240825,English Second
24/08/2024,2024/25,Bristol City,Coventry,1,1,D,1,0,H,A Kitchen,12,8,7,1,8,16,8,2,2,4,0,0,20240824,English Second
24/08/2024,2024/25,Hull,Millwall,0,0,D,0,0,D,D Webb,14,13,4,5,11,15,5,7,2,2,0,0,20240824,English Second
24/08/2024,2024/25,QPR,Plymouth,1,1,D,1,1,D,G Ward,30,6,10,1,10,14,11,1,2,3,0,2,20240824,English Second
24/08/2024,2024/25,Blackburn,Oxford,2,1,H,1,1,D,L Smith,18,13,4,3,14,8,7,5,2,1,0,0,20240824,English Second
24/08/2024,2024/25,Middlesbrough,Portsmouth,2,2,D,1,2,A,M Donohue,29,7,7,3,10,15,15,2,0,5,0,0,20240824,English Second
24/08/2024,2024/25,Norwich,Sheffield United,1,1,D,1,1,D,J Smith,7,12,5,4,14,7,1,5,5,2,0,0,20240824,English Second
24/08/2024,2024/25,Preston,Luton,1,0,H,1,0,H,D Whitestone,6,17,2,4,16,10,2,13,6,1,0,0,20240824,English Second
24/08/2024,2024/25,Stoke,West Brom,1,2,A,1,2,A,J Bell,7,8,2,5,12,11,2,5,2,3,0,0,20240824,English Second
24/08/2024,2024/25,Sunderland,Burnley,1,0,H,1,0,H,S Martin,14,4,3,1,13,19,3,1,2,3,1,0,20240824,English Second
24/08/2024,2024/25,Watford,Derby,2,1,H,1,1,D,G Eltringham,12,8,3,3,10,11,4,2,2,3,0,0,20240824,English Second
23/08/2024,2024/25,Sheffield Weds,Leeds,0,2,A,0,1,A,S Hooper,8,13,2,5,14,10,3,2,2,3,0,0,20240823,English Second
18/08/2024,2024/25,Sunderland,Sheffield Weds,4,0,H,3,0,H,D Whitestone,15,9,6,3,9,10,5,8,0,3,0,0,20240818,English Second
17/08/2024,2024/25,Derby,Middlesbrough,1,0,H,1,0,H,R Madley,3,20,2,4,13,5,3,8,3,1,0,0,20240817,English Second
17/08/2024,2024/25,Portsmouth,Luton,0,0,D,0,0,D,J Busby,15,9,6,4,11,12,5,4,3,2,0,1,20240817,English Second
17/08/2024,2024/25,West Brom,Leeds,0,0,D,0,0,D,S Allison,8,8,1,1,14,11,5,4,2,2,0,0,20240817,English Second
17/08/2024,2024/25,Bristol City,Millwall,4,3,H,2,0,H,S Gill,11,15,6,4,11,12,5,4,1,2,0,0,20240817,English Second
17/08/2024,2024/25,Burnley,Cardiff,5,0,H,2,0,H,M Salisbury,9,11,4,4,19,6,2,5,2,1,0,0,20240817,English Second
17/08/2024,2024/25,Norwich,Blackburn,2,2,D,0,1,A,J Bell,14,7,4,3,12,12,6,5,2,3,0,0,20240817,English Second
17/08/2024,2024/25,Plymouth,Hull,1,1,D,0,0,D,L Doughty,16,14,7,2,13,16,6,3,3,1,0,0,20240817,English Second
17/08/2024,2024/25,Sheffield United,QPR,2,2,D,2,0,H,A Backhouse,14,14,3,3,15,9,4,9,2,2,0,1,20240817,English Second
17/08/2024,2024/25,Swansea,Preston,3,0,H,1,0,H,S Martin,12,5,6,2,11,21,5,3,1,3,0,0,20240817,English Second
17/08/2024,2024/25,Watford,Stoke,3,0,H,0,0,D,T Nield,24,7,8,3,12,15,2,4,2,2,0,0,20240817,English Second
16/08/2024,2024/25,Coventry,Oxford,3,2,H,2,1,H,D Coote,26,7,10,2,9,7,14,1,0,2,0,0,20240816,English Second
12/08/2024,2024/25,Luton,Burnley,1,4,A,0,2,A,M Donohue,10,11,3,6,11,17,5,4,2,3,0,0,20240812,English Second
11/08/2024,2024/25,Sheffield Weds,Plymouth,4,0,H,1,0,H,L Smith,31,5,11,1,15,14,15,1,1,1,0,0,20240811,English Second
10/08/2024,2024/25,Cardiff,Sunderland,0,2,A,0,1,A,A Davies,12,11,4,4,10,8,4,4,0,2,0,0,20240810,English Second
10/08/2024,2024/25,Hull,Bristol City,1,1,D,0,0,D,K Stroud,11,15,5,3,10,13,2,8,0,2,0,0,20240810,English Second
10/08/2024,2024/25,Leeds,Portsmouth,3,3,D,1,2,A,O Langford,22,5,10,4,19,21,12,0,2,4,0,0,20240810,English Second
10/08/2024,2024/25,Middlesbrough,Swansea,1,0,H,1,0,H,S Allison,18,5,4,0,14,12,6,9,1,4,0,0,20240810,English Second
10/08/2024,2024/25,Millwall,Watford,2,3,A,0,1,A,J Busby,16,10,4,5,11,15,5,5,2,3,0,0,20240810,English Second
10/08/2024,2024/25,Oxford,Norwich,2,0,H,1,0,H,A Kitchen,12,10,4,2,4,14,5,5,1,3,0,0,20240810,English Second
10/08/2024,2024/25,QPR,West Brom,1,3,A,1,1,D,D Webb,11,7,6,4,7,7,12,3,1,0,0,0,20240810,English Second
10/08/2024,2024/25,Stoke,Coventry,1,0,H,0,0,D,G Ward,11,8,2,1,7,9,9,7,2,1,0,0,20240810,English Second
9/08/2024,2024/25,Blackburn,Derby,4,2,H,1,0,H,J Smith,11,12,7,4,9,10,1,9,1,3,0,0,20240809,English Second
9/08/2024,2024/25,Preston,Sheffield United,0,2,A,0,1,A,R Madley,12,11,2,3,11,14,3,6,1,0,0,0,20240809,English Second
4/05/2024,2023/24,Birmingham,Norwich,1,0,H,0,0,D,O Langford,12,5,3,2,10,8,6,3,2,0,0,0,20240504,English Second
4/05/2024,2023/24,Coventry,QPR,1,2,A,0,2,A,J Smith,19,7,6,4,13,11,10,5,2,3,0,0,20240504,English Second
4/05/2024,2023/24,Ipswich,Huddersfield,2,0,H,1,0,H,S Hooper,24,5,5,2,9,12,8,0,1,1,0,0,20240504,English Second
4/05/2024,2023/24,Leeds,Southampton,1,2,A,1,2,A,M Donohue,11,11,4,4,18,17,5,2,4,2,0,0,20240504,English Second
4/05/2024,2023/24,Leicester,Blackburn,0,2,A,0,0,D,A Kitchen,14,9,7,2,5,7,7,4,2,2,0,0,20240504,English Second
4/05/2024,2023/24,Middlesbrough,Watford,3,1,H,1,0,H,K Stroud,14,14,6,4,9,5,3,3,1,1,0,0,20240504,English Second
4/05/2024,2023/24,Plymouth,Hull,1,0,H,1,0,H,D Bond,11,11,2,4,6,8,6,8,0,0,0,0,20240504,English Second
4/05/2024,2023/24,Rotherham,Cardiff,5,2,H,2,1,H,A Davies,16,20,7,5,9,6,4,6,1,0,0,0,20240504,English Second
4/05/2024,2023/24,Stoke,Bristol City,4,0,H,3,0,H,S Barrott,20,7,7,2,11,5,5,6,0,0,0,0,20240504,English Second
4/05/2024,2023/24,Sunderland,Sheffield Weds,0,2,A,0,2,A,G Ward,18,12,3,2,4,19,6,5,1,1,0,0,20240504,English Second
4/05/2024,2023/24,Swansea,Millwall,0,1,A,0,0,D,G Eltringham,9,12,2,4,3,9,4,5,0,2,1,1,20240504,English Second
4/05/2024,2023/24,West Brom,Preston,3,0,H,1,0,H,S Martin,16,5,5,1,8,15,5,1,0,1,0,0,20240504,English Second
30/04/2024,2023/24,Coventry,Ipswich,1,2,A,0,1,A,J Bell,13,14,3,9,10,13,7,6,1,1,0,0,20240430,English Second
29/04/2024,2023/24,Preston,Leicester,0,3,A,0,1,A,S Allison,5,19,1,11,9,7,1,5,4,0,0,0,20240429,English Second
27/04/2024,2023/24,Blackburn,Coventry,0,0,D,0,0,D,A Backhouse,30,6,8,1,10,9,10,2,0,1,0,1,20240427,English Second
27/04/2024,2023/24,Bristol City,Rotherham,2,0,H,1,0,H,C Breakspear,13,6,5,2,5,10,4,3,1,2,0,0,20240427,English Second
27/04/2024,2023/24,Cardiff,Middlesbrough,1,4,A,0,1,A,J Simpson,15,12,4,7,7,10,4,1,0,0,0,0,20240427,English Second
27/04/2024,2023/24,Huddersfield,Birmingham,1,1,D,0,1,A,M Donohue,12,12,4,2,7,19,9,5,1,4,0,0,20240427,English Second
27/04/2024,2023/24,Millwall,Plymouth,1,0,H,0,0,D,A Davies,11,9,5,1,9,8,9,9,0,0,0,0,20240427,English Second
27/04/2024,2023/24,Norwich,Swansea,2,2,D,2,1,H,J Linington,27,13,8,6,13,7,12,6,3,2,0,0,20240427,English Second
27/04/2024,2023/24,Sheffield Weds,West Brom,3,0,H,1,0,H,G Scott,13,22,7,8,7,6,6,12,3,1,0,0,20240427,English Second
27/04/2024,2023/24,Southampton,Stoke,0,1,A,0,1,A,D Webb,14,15,3,8,4,14,8,7,2,1,0,0,20240427,English Second
27/04/2024,2023/24,Watford,Sunderland,1,0,H,0,0,D,O Langford,10,11,3,6,11,9,3,3,2,1,0,0,20240427,English Second
27/04/2024,2023/24,Hull,Ipswich,3,3,D,1,2,A,A Kitchen,14,21,7,11,13,14,6,8,1,3,0,0,20240427,English Second
26/04/2024,2023/24,QPR,Leeds,4,0,H,2,0,H,D Bond,11,15,5,5,9,14,7,8,1,2,0,0,20240426,English Second
24/04/2024,2023/24,Coventry,Hull,2,3,A,1,2,A,L Doughty,7,14,3,8,7,13,4,8,2,4,0,0,20240424,English Second
23/04/2024,2023/24,Leicester,Southampton,5,0,H,1,0,H,R Madley,17,7,6,0,20,7,1,4,1,0,0,0,20240423,English Second
22/04/2024,2023/24,Middlesbrough,Leeds,3,4,A,2,3,A,T Harrington,13,8,5,5,14,11,11,4,3,1,0,0,20240422,English Second
21/04/2024,2023/24,Blackburn,Sheffield Weds,1,3,A,1,1,D,J Pawson,8,11,3,5,9,12,6,2,3,3,0,0,20240421,English Second
20/04/2024,2023/24,Leicester,West Brom,2,1,H,1,0,H,T Bramall,11,18,3,6,15,13,4,6,3,2,0,0,20240420,English Second
20/04/2024,2023/24,Cardiff,Southampton,2,1,H,0,1,A,O Langford,12,21,7,8,12,8,4,5,1,3,0,0,20240420,English Second
20/04/2024,2023/24,Huddersfield,Swansea,0,4,A,0,0,D,J Busby,9,19,0,7,15,10,4,7,2,1,0,0,20240420,English Second
20/04/2024,2023/24,Norwich,Bristol City,1,1,D,0,0,D,S Barrott,10,13,3,5,13,9,8,5,1,2,0,0,20240420,English Second
20/04/2024,2023/24,Rotherham,Birmingham,0,0,D,0,0,D,K Stroud,11,6,4,2,16,11,7,6,4,2,0,0,20240420,English Second
20/04/2024,2023/24,Stoke,Plymouth,3,0,H,2,0,H,R Madley,23,8,4,1,14,11,7,3,3,4,0,0,20240420,English Second
20/04/2024,2023/24,Sunderland,Millwall,0,1,A,0,0,D,A Backhouse,13,4,3,1,11,9,11,4,3,2,0,0,20240420,English Second
20/04/2024,2023/24,Watford,Hull,0,0,D,0,0,D,B Toner,17,13,2,6,19,13,1,5,4,4,0,0,20240420,English Second
20/04/2024,2023/24,QPR,Preston,1,0,H,1,0,H,G Ward,18,10,7,2,9,16,5,3,2,4,0,0,20240420,English Second
16/04/2024,2023/24,Southampton,Preston,3,0,H,3,0,H,S Barrott,23,1,6,1,7,12,5,0,0,2,0,0,20240416,English Second
13/04/2024,2023/24,Leeds,Blackburn,0,1,A,0,0,D,J Bell,19,3,5,2,5,15,12,1,1,4,0,0,20240413,English Second
13/04/2024,2023/24,Birmingham,Coventry,3,0,H,2,0,H,T Bramall,15,12,4,2,13,12,3,6,3,2,0,0,20240413,English Second
13/04/2024,2023/24,Bristol City,Huddersfield,1,1,D,0,0,D,R Welch,9,13,3,4,7,18,12,4,1,6,0,0,20240413,English Second
13/04/2024,2023/24,Hull,QPR,3,0,H,2,0,H,T Nield,7,11,5,3,12,17,4,4,2,1,0,0,20240413,English Second
13/04/2024,2023/24,Ipswich,Middlesbrough,1,1,D,1,1,D,S Allison,21,11,5,5,11,6,6,4,2,2,0,0,20240413,English Second
13/04/2024,2023/24,Millwall,Cardiff,3,1,H,2,1,H,W Finnie,15,7,7,4,10,7,6,4,3,1,0,0,20240413,English Second
13/04/2024,2023/24,Preston,Norwich,0,1,A,0,0,D,A Kitchen,12,15,2,5,11,9,5,6,3,1,0,0,20240413,English Second
13/04/2024,2023/24,Sheffield Weds,Stoke,1,1,D,0,0,D,S Martin,15,8,5,2,9,20,8,1,1,4,0,0,20240413,English Second
13/04/2024,2023/24,Southampton,Watford,3,2,H,2,1,H,J Smith,13,12,4,6,6,15,6,3,1,3,0,0,20240413,English Second
13/04/2024,2023/24,Swansea,Rotherham,1,0,H,0,0,D,L Doughty,16,4,6,0,10,9,12,0,3,2,0,0,20240413,English Second
13/04/2024,2023/24,West Brom,Sunderland,0,1,A,0,1,A,M Donohue,8,9,3,3,15,12,1,5,3,3,1,0,20240413,English Second
12/04/2024,2023/24,Plymouth,Leicester,1,0,H,1,0,H,R Jones,5,17,3,4,12,12,0,13,5,2,0,0,20240412,English Second
10/04/2024,2023/24,Birmingham,Cardiff,0,1,A,0,0,D,S Allison,12,12,1,4,15,10,5,4,1,3,0,0,20240410,English Second
10/04/2024,2023/24,Bristol City,Blackburn,5,0,H,2,0,H,R Madley,15,9,7,4,7,15,6,8,0,2,0,0,20240410,English Second
10/04/2024,2023/24,Hull,Middlesbrough,2,2,D,2,1,H,G Ward,18,13,7,6,8,7,9,3,3,0,0,0,20240410,English Second
10/04/2024,2023/24,Ipswich,Watford,0,0,D,0,0,D,S Barrott,15,10,4,3,13,16,3,4,2,1,0,0,20240410,English Second
10/04/2024,2023/24,Swansea,Stoke,3,0,H,1,0,H,K Stroud,12,10,4,1,15,16,2,6,3,3,0,0,20240410,English Second
10/04/2024,2023/24,West Brom,Rotherham,2,0,H,2,0,H,G Eltringham,11,12,4,1,4,9,4,5,0,1,0,0,20240410,English Second
9/04/2024,2023/24,Millwall,Leicester,1,0,H,0,0,D,S Gill,6,11,4,3,11,6,3,9,3,1,0,0,20240409,English Second
9/04/2024,2023/24,Plymouth,QPR,1,1,D,0,0,D,J Simpson,13,14,5,4,12,12,10,4,0,2,0,0,20240409,English Second
9/04/2024,2023/24,Preston,Huddersfield,4,1,H,0,1,A,L Smith,14,8,7,2,10,13,8,2,3,2,0,0,20240409,English Second
9/04/2024,2023/24,Sheffield Weds,Norwich,2,2,D,0,2,A,C Kavanagh,11,13,5,6,15,9,10,3,2,1,0,0,20240409,English Second
9/04/2024,2023/24,Southampton,Coventry,2,1,H,2,0,H,L Linington,13,9,6,2,15,15,6,8,1,2,0,0,20240409,English Second
9/04/2024,2023/24,Leeds,Sunderland,0,0,D,0,0,D,T Robinson,12,6,1,3,10,13,13,2,2,4,0,0,20240409,English Second
6/04/2024,2023/24,Norwich,Ipswich,1,0,H,1,0,H,M Donohue,12,10,3,3,10,16,4,6,0,1,0,0,20240406,English Second
6/04/2024,2023/24,Blackburn,Southampton,0,0,D,0,0,D,C Pawson,11,7,3,2,17,8,1,5,3,2,0,0,20240406,English Second
6/04/2024,2023/24,Cardiff,Hull,1,3,A,0,2,A,J Busby,13,11,4,6,11,7,5,6,1,3,0,0,20240406,English Second
6/04/2024,2023/24,Coventry,Leeds,2,1,H,1,0,H,T Nield,11,19,5,8,13,3,2,9,4,2,0,0,20240406,English Second
6/04/2024,2023/24,Huddersfield,Millwall,1,0,H,0,0,D,J Linington,17,6,7,1,7,21,10,3,4,4,0,0,20240406,English Second
6/04/2024,2023/24,Leicester,Birmingham,2,1,H,1,1,D,D Webb,17,11,9,5,7,11,10,0,2,2,0,0,20240406,English Second
